GROUP,CODE,NAME,YEAR,ANTIGEN,ANTIGEN_DESCRIPTION,COVERAGE_CATEGORY,COVERAGE_CATEGORY_DESCRIPTION,TARGET_NUMBER,DOSES,COVERAGE
COUNTRIES,ERI,Eritrea,2009,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,80
COUNTRIES,ERI,Eritrea,2009,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,ERI,Eritrea,2008,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,ERI,Eritrea,2008,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,80
COUNTRIES,ERI,Eritrea,2007,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,80
COUNTRIES,ERI,Eritrea,2007,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,ERI,Eritrea,2006,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,ERI,Eritrea,2006,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,80
COUNTRIES,ERI,Eritrea,2005,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,ERI,Eritrea,2005,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,80
COUNTRIES,ERI,Eritrea,2004,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,ERI,Eritrea,2004,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,80
COUNTRIES,ERI,Eritrea,2003,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,ERI,Eritrea,2003,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,75
COUNTRIES,ERI,Eritrea,2002,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,ERI,Eritrea,2002,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,65
COUNTRIES,ERI,Eritrea,2001,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,ERI,Eritrea,2001,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,65
COUNTRIES,ERI,Eritrea,2000,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,50
COUNTRIES,ERI,Eritrea,2000,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,ERI,Eritrea,2022,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,93
COUNTRIES,ERI,Eritrea,2022,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,85
COUNTRIES,ERI,Eritrea,2021,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,93
COUNTRIES,ERI,Eritrea,2021,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,85
COUNTRIES,ERI,Eritrea,2020,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,85
COUNTRIES,ERI,Eritrea,2020,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,93
COUNTRIES,ERI,Eritrea,2019,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,93
COUNTRIES,ERI,Eritrea,2019,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,85
COUNTRIES,ERI,Eritrea,2018,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,93
COUNTRIES,ERI,Eritrea,2018,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,85
COUNTRIES,ERI,Eritrea,2017,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,88
COUNTRIES,ERI,Eritrea,2017,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,93
COUNTRIES,ERI,Eritrea,2016,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
COUNTRIES,ERI,Eritrea,2016,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,88
COUNTRIES,ERI,Eritrea,2015,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,97
COUNTRIES,ERI,Eritrea,2015,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,88
COUNTRIES,ERI,Eritrea,2014,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,ERI,Eritrea,2014,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,90
COUNTRIES,ERI,Eritrea,2013,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,94
COUNTRIES,ERI,Eritrea,2013,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,ERI,Eritrea,2012,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,ERI,Eritrea,2012,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
COUNTRIES,ERI,Eritrea,2011,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,96
COUNTRIES,ERI,Eritrea,2011,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,ERI,Eritrea,2010,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
COUNTRIES,ERI,Eritrea,2010,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,ERI,Eritrea,2009,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,ERI,Eritrea,2009,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,93
COUNTRIES,ERI,Eritrea,2008,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,91
COUNTRIES,ERI,Eritrea,2008,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,ERI,Eritrea,2007,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,92
COUNTRIES,ERI,Eritrea,2007,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,ERI,Eritrea,2006,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,ERI,Eritrea,2006,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,94
COUNTRIES,ERI,Eritrea,2005,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
COUNTRIES,ERI,Eritrea,2005,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,ERI,Eritrea,2004,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,96
COUNTRIES,ERI,Eritrea,2004,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,ERI,Eritrea,2003,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,ERI,Eritrea,2003,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,92
COUNTRIES,ERI,Eritrea,2002,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,ERI,Eritrea,2002,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,83
COUNTRIES,ERI,Eritrea,2001,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,84
COUNTRIES,ERI,Eritrea,2001,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,ERI,Eritrea,2000,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,ERI,Eritrea,2000,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,76
COUNTRIES,EST,Estonia,2022,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,14255,11120,78.01
COUNTRIES,EST,Estonia,2022,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,15272,10258,67.17
COUNTRIES,EST,Estonia,2021,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,13437,12016,89.42
COUNTRIES,EST,Estonia,2021,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,14883,12457,83.7
COUNTRIES,EST,Estonia,2020,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,13665,11897,87.06
COUNTRIES,EST,Estonia,2020,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,13900,12618,90.78
COUNTRIES,EST,Estonia,2019,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,13846,12152,87.8
COUNTRIES,EST,Estonia,2019,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,13368,11962,89.5
COUNTRIES,EST,Estonia,2018,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,12720,11229,88.3
COUNTRIES,EST,Estonia,2018,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,13388,11630,86.9
COUNTRIES,EST,Estonia,2017,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,13695,12774,93.3
COUNTRIES,EST,Estonia,2017,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,11997,10871,90.6
COUNTRIES,EST,Estonia,2016,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,11907,10892,91.5
COUNTRIES,EST,Estonia,2016,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,13382,12475,93.2
COUNTRIES,EST,Estonia,2015,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,11616,10696,92.1
COUNTRIES,EST,Estonia,2015,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,13432,12541,93.4
COUNTRIES,EST,Estonia,2014,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,13788,12873,93.4
COUNTRIES,EST,Estonia,2014,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,11822,11028,93.3
COUNTRIES,EST,Estonia,2013,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,11290,10419,92.3
COUNTRIES,EST,Estonia,2013,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,14571,13647,93.7
COUNTRIES,EST,Estonia,2012,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,15556,14567,93.6
COUNTRIES,EST,Estonia,2012,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,11144,10471,94
COUNTRIES,EST,Estonia,2011,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,15411,14468,93.9
COUNTRIES,EST,Estonia,2011,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,11718,11100,94.7
COUNTRIES,EST,Estonia,2010,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,12266,11691,95.3
COUNTRIES,EST,Estonia,2010,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,15563,14804,95.1
COUNTRIES,EST,Estonia,2009,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,15050,14325,95.2
COUNTRIES,EST,Estonia,2009,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,12395,11839,95.5
COUNTRIES,EST,Estonia,2008,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,14447,13788,95
COUNTRIES,EST,Estonia,2008,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,12949,12505,96.9
COUNTRIES,EST,Estonia,2007,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,14110,13622,96.5
COUNTRIES,EST,Estonia,2007,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,13922,13295,96
COUNTRIES,EST,Estonia,2006,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,13600,13069,96
COUNTRIES,EST,Estonia,2006,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,16628,16214,97.5
COUNTRIES,EST,Estonia,2005,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,17372,16951,97.6
COUNTRIES,EST,Estonia,2005,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,12661,12146,96
COUNTRIES,EST,Estonia,2004,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,19718,19157,97.2
COUNTRIES,EST,Estonia,2004,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,12783,12209,96
COUNTRIES,EST,Estonia,2003,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,95
COUNTRIES,EST,Estonia,2003,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,21230,20360,95.9
COUNTRIES,EST,Estonia,2002,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,12720,12113,95
COUNTRIES,EST,Estonia,2002,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,21845,20538,94
COUNTRIES,EST,Estonia,2001,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,43843,36913,84.2
COUNTRIES,EST,Estonia,2001,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,12203,11561,95
COUNTRIES,EST,Estonia,2000,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,11868,11081,93
COUNTRIES,EST,Estonia,2000,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,21033,18784,89.3
COUNTRIES,EST,Estonia,2022,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,67.2
COUNTRIES,EST,Estonia,2022,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,78
COUNTRIES,EST,Estonia,2021,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,89.42
COUNTRIES,EST,Estonia,2021,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,83.7
COUNTRIES,EST,Estonia,2020,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,87.06
COUNTRIES,EST,Estonia,2020,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,90.78
COUNTRIES,EST,Estonia,2019,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,88
COUNTRIES,EST,Estonia,2019,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,89.5
COUNTRIES,EST,Estonia,2018,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,88.3
COUNTRIES,EST,Estonia,2018,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,86.9
COUNTRIES,EST,Estonia,2017,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,93
COUNTRIES,EST,Estonia,2017,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,91
COUNTRIES,EST,Estonia,2016,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,93.2
COUNTRIES,EST,Estonia,2016,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,91.5
COUNTRIES,EST,Estonia,2015,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,93.17
COUNTRIES,EST,Estonia,2015,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,92.08
COUNTRIES,EST,Estonia,2014,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,93.4
COUNTRIES,EST,Estonia,2014,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,93.3
COUNTRIES,EST,Estonia,2013,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,92.3
COUNTRIES,EST,Estonia,2013,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,93.7
COUNTRIES,EST,Estonia,2012,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,94
COUNTRIES,EST,Estonia,2012,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,94
COUNTRIES,EST,Estonia,2011,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,93.9
COUNTRIES,EST,Estonia,2011,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,95
COUNTRIES,EST,Estonia,2010,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,95.1
COUNTRIES,EST,Estonia,2010,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,95
COUNTRIES,EST,Estonia,2009,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,95
COUNTRIES,EST,Estonia,2009,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,96
COUNTRIES,EST,Estonia,2008,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,97
COUNTRIES,EST,Estonia,2008,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,95
COUNTRIES,EST,Estonia,2007,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,96
COUNTRIES,EST,Estonia,2007,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,96.5
COUNTRIES,EST,Estonia,2006,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,97.5
COUNTRIES,EST,Estonia,2006,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,96
COUNTRIES,EST,Estonia,2005,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,96
COUNTRIES,EST,Estonia,2005,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,97.6
COUNTRIES,EST,Estonia,2004,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,97.2
COUNTRIES,EST,Estonia,2004,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,96
COUNTRIES,EST,Estonia,2003,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,95.9
COUNTRIES,EST,Estonia,2003,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,95
COUNTRIES,EST,Estonia,2002,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,95
COUNTRIES,EST,Estonia,2002,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,94
COUNTRIES,EST,Estonia,2001,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,95
COUNTRIES,EST,Estonia,2001,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,84.2
COUNTRIES,EST,Estonia,2000,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,0
COUNTRIES,EST,Estonia,2000,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,93
COUNTRIES,EST,Estonia,2022,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,82
COUNTRIES,EST,Estonia,2022,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,68
COUNTRIES,EST,Estonia,2021,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,84
COUNTRIES,EST,Estonia,2021,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,89
COUNTRIES,EST,Estonia,2020,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,87
COUNTRIES,EST,Estonia,2020,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,91
COUNTRIES,EST,Estonia,2019,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,90
COUNTRIES,EST,Estonia,2019,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,88
COUNTRIES,EST,Estonia,2018,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,87
COUNTRIES,EST,Estonia,2018,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,88
COUNTRIES,EST,Estonia,2017,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,91
COUNTRIES,EST,Estonia,2017,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,93
COUNTRIES,EST,Estonia,2016,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,92
COUNTRIES,EST,Estonia,2016,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,93
COUNTRIES,EST,Estonia,2015,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,93
COUNTRIES,EST,Estonia,2015,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,92
COUNTRIES,EST,Estonia,2014,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,93
COUNTRIES,EST,Estonia,2014,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,93
COUNTRIES,EST,Estonia,2013,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,94
